,SULA11.SA,SULA11.SA,SULA11.SA,SULA11.SA,SULA11.SA,SULA11.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBRK3.SA,BBRK3.SA,BBRK3.SA,BBRK3.SA,BBRK3.SA,BBRK3.SA,HBOR3.SA,HBOR3.SA,HBOR3.SA,HBOR3.SA,HBOR3.SA,HBOR3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA,ABCB4.SA,ABCB4.SA,ABCB4.SA,ABCB4.SA,ABCB4.SA,ABCB4.SA,SANB11.SA,SANB11.SA,SANB11.SA,SANB11.SA,SANB11.SA,SANB11.SA,BBDC3.SA,BBDC3.SA,BBDC3.SA,BBDC3.SA,BBDC3.SA,BBDC3.SA,BRSR6.SA,BRSR6.SA,BRSR6.SA,BRSR6.SA,BRSR6.SA,BRSR6.SA,ITUB3.SA,ITUB3.SA,ITUB3.SA,ITUB3.SA,ITUB3.SA,ITUB3.SA,IGTA3.SA,IGTA3.SA,IGTA3.SA,IGTA3.SA,IGTA3.SA,IGTA3.SA,BRML3.SA,BRML3.SA,BRML3.SA,BRML3.SA,BRML3.SA,BRML3.SA,CIEL3.SA,CIEL3.SA,CIEL3.SA,CIEL3.SA,CIEL3.SA,CIEL3.SA,CYRE3.SA,CYRE3.SA,CYRE3.SA,CYRE3.SA,CYRE3.SA,CYRE3.SA
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,12.28419971,12.5781002,12.24960041,12.54349995,10.90625572,1203508,23.48999977,24.5,23.45999908,24.5,19.18024063,6519300,21.38549995,21.57229996,21.10540009,21.29220009,21.29220009,65673,1.882619977,1.882619977,1.780099988,1.798740029,1.715746522,1113315,11.43999958,11.77000046,11.38000011,11.68000031,9.869831085,5712600,8.564310074,8.708439827,8.488459587,8.700860023,6.042103767,321787,16.70999908,17.28000069,16.70999908,16.93000031,12.45904732,778700,15.68620014,16.20149994,15.68620014,15.96930027,12.68071651,2350573,9.18999958,9.25,9.069999695,9.220000267,6.480709553,1128600,17.96689987,18.18180084,17.8512001,18.18180084,13.47473431,111441,24.54999924,24.75,24.32999992,24.70000076,22.92991829,914600,9.806019783,9.906350136,9.712369919,9.846150398,9.039825439,4779365,28.81940079,29.54859924,28.81940079,29.54859924,23.19670296,4377168,9.93999958,10.14000034,9.890000343,9.989999771,8.174194336,1979800
2015-06-29,12.53479958,12.88930035,12.24090004,12.67319965,11.01902866,989273,24.03000069,24.34000015,23.62999916,23.79999924,18.63223839,4960700,21.38549995,21.38549995,20.54509926,20.54509926,20.54509926,29126,1.817379951,1.854660034,1.770779967,1.854660034,1.76908648,502257,11.44999981,11.65999985,11.44999981,11.48999977,9.709277153,7199300,8.587070465,8.837400436,8.55673027,8.78429985,6.100047112,318755,16.75,16.97999954,16.38999939,16.57999992,12.201478,787100,15.79940033,15.9126997,15.57289982,15.70880032,12.47386551,1394874,9.109999657,9.229999542,8.970000267,9.039999962,6.35419035,563300,17.91180038,18.06060028,17.81270027,17.92840004,13.28693676,59532,24.52000046,24.60000038,24.22999954,24.5,22.74425125,301800,9.692310333,9.765890121,9.484950066,9.699000359,8.904723167,2922127,29.09720039,29.35420036,28.90279961,29.17359924,22.90231323,2588976,9.920000076,9.989999771,9.819999695,9.880000114,8.084188461,1266300
2015-06-30,12.85470009,13.20909977,12.67319965,13.13129997,11.4173336,1026406,23.86000061,24.29999924,23.67000008,24.28000069,19.00800896,6491500,20.82519913,21.10540009,19.79800034,20.0781002,20.0781002,59965,1.845340014,1.91989994,1.836019993,1.873299956,1.786866307,1735638,11.57999992,11.75,11.5,11.67000008,9.861381531,10167800,8.837400436,9.004289627,8.731200218,8.875329971,6.163259983,309791,16.72999954,16.92000008,16.43000031,16.79000092,12.35601997,1216000,15.71450043,15.88440037,15.6012001,15.84469986,12.58177567,2850848,9.039999962,9.170000076,8.909999847,9,6.326072693,1245700,18.03860092,18.29750061,17.60330009,18.29750061,13.56047916,608388,24.38999939,25.15999985,24.38999939,24.59000015,22.82780266,1193800,9.685620308,9.832779884,9.585280418,9.719059944,8.923141479,5430438,29.20140076,30.61809921,29.19440079,30.46529961,23.91634369,9838080,10,10.02999973,9.850000381,9.899999619,8.100553513,2481300
2015-07-01,13.14000034,13.39070034,13.11400032,13.30420017,11.56766701,1005468,24.37999916,24.5,23.79999924,23.96999931,18.76532173,4511700,20.26490021,21.01199913,20.17149925,20.63839912,20.63839912,67782,1.901260018,1.910580039,1.845340014,1.882619977,1.79575634,346891,11.67000008,11.81999969,11.5,11.59000015,9.793781281,5995800,8.650509834,8.864859581,8.573960304,8.573960304,6.171139717,421798,16.79000092,17.12000084,16.46999931,16.67000008,12.26770973,995200,15.74279976,15.98630047,15.66919994,15.74279976,12.50085831,1748758,9.010000229,9.079999924,8.909999847,9,6.326072693,745100,18.20940018,18.23690033,17.98349953,18.15979958,13.46946907,182952,24.79000092,25.59000015,24.73999977,25.53000069,23.70043945,1109800,9.745820045,9.892979622,9.652170181,9.719059944,8.923141479,3270163,30.40279961,31.16670036,30.25690079,31.04170036,24.36883545,6682176,9.890000343,10.03999996,9.859999657,9.93999958,8.133282661,1050600
2015-07-02,13.21780014,13.38199997,12.93249989,12.96710014,11.2745657,1493627,24.20999908,24.26000023,23.67000008,23.89999962,18.71051979,11115700,20.91860008,21.19879913,20.63839912,20.82519913,20.82519913,670427,1.91989994,2.003779888,1.91989994,1.957180023,1.866876125,425862,11.68000031,11.72999954,11.55000019,11.55000019,9.759979248,8313400,8.612239838,8.673480034,8.497409821,8.612239838,6.198691845,184838,16.84000015,16.95999908,16.64999962,16.79999924,12.36337757,585700,15.94099998,16.00329971,15.67479992,15.74279976,12.51457214,1951659,9.010000229,9.149999619,8.949999809,9.020000458,6.340130329,492000,18.17630005,18.38019943,18.07159996,18.23139954,13.52257442,52090,25.28000069,25.47999954,24.68000031,24.69000053,22.92063522,1031900,9.819399834,9.872909546,9.658860207,9.705679893,8.910858154,4102728,31.25,31.375,30.95140076,31.19440079,24.48871422,6314832,10.01000023,10.15999985,9.850000381,9.920000076,8.11691761,1779700
2015-07-03,12.96710014,13.54629993,12.79419994,13.31289959,11.57522964,380000,23.85000038,23.85000038,23.51000023,23.67000008,18.53046227,2001200,20.82519913,21.29220009,20.45170021,21.01199913,21.01199913,70234,1.957180023,1.985139966,1.91989994,1.947860003,1.857986212,242813,11.51000023,11.55000019,11.42000008,11.43999958,9.667027473,3583200,8.604579926,8.727069855,8.382579803,8.573960304,6.171139717,173212,16.67000008,16.80999947,16.5,16.56999969,12.1941185,318300,15.66349983,15.83339977,15.58419991,15.78810024,12.55058384,1208926,8.930000305,9.020000458,8.859999657,8.909999847,6.262812138,345200,18.08259964,18.2534008,18,18.22590065,13.51849461,70603,24.60000038,25.27000046,24.59000015,24.70000076,22.92991829,423500,9.665550232,9.765890121,9.484950066,9.545149803,8.763473511,3830339,31.15279961,31.24309921,30.77079964,31.125,24.43423271,1766160,9.869999886,9.979999542,9.779999733,9.81000042,8.026912689,466700
2015-07-06,13.34749985,13.68459988,13.14859962,13.58950043,11.81572628,554557,23.46999931,24.14999962,23.20000076,23.85000038,18.67137718,3758500,20.91860008,21.01199913,20.17149925,20.17149925,20.17149925,15248,1.957180023,1.957180023,1.891939998,1.91989994,1.831316233,389381,11.39000034,11.67000008,11.35000038,11.53999996,9.751529694,6263100,8.436160088,8.612239838,8.359609604,8.4208498,6.060938358,109205,16.42000008,16.94000053,16.37999916,16.70000076,12.28978539,632500,15.60690022,15.78810024,15.18220043,15.4822998,12.3074913,3167825,8.899999619,8.93999958,8.699999809,8.75,6.150348186,481600,18.19280052,18.19280052,17.70249939,17.86230087,13.24880981,192934,24.71999931,25.02000046,24.31999969,24.89999962,23.11558723,579200,9.46487999,9.605349541,9.391300201,9.605349541,8.818743706,2150408,30.72920036,31.15279961,30.45829964,31.03470039,24.36334419,7707312,9.739999771,9.829999924,9.630000114,9.729999542,7.961453438,909200
2015-07-07,13.29559994,13.48579979,12.94979954,13.05350018,11.34968758,920908,23.70000076,23.73999977,23.17000008,23.42000008,18.33474541,5972200,20.45170021,20.91860008,19.14430046,19.42440033,19.42440033,49728,1.929219961,1.929219961,1.863980055,1.882619977,1.79575634,564704,11.43000031,11.73999977,11.34000015,11.73999977,9.920532227,10612000,8.397890091,8.397890091,8.229470253,8.244779587,5.934210777,163938,16.60000038,16.89999962,16.37000084,16.89999962,12.4369688,936600,15.37469959,15.61250019,15.14249992,15.50489998,12.32545662,4616383,8.680000305,8.680000305,8.300000191,8.319999695,5.848103523,1201700,17.86230087,18.09370041,17.66390038,17.96139908,13.32231045,150282,24.75,25.37999916,24.67000008,25.12999916,23.32910538,929300,9.484950066,9.598660469,9.297659874,9.598660469,8.812602997,4004058,30.75,30.9375,30.3125,30.90970039,24.26521301,5254704,9.680000305,9.770000458,9.56000042,9.670000076,7.912359715,1281900
